"Credit Card Type","Type de carte de crédit"
"Add New User","Ajouter un utilisateur"
"Items that you don","Articles que vous offrez"
"State/Province","État/Province"
"Magento Commerce - Administrative Panel","Magento Commerce - Console d'administration"
"3 stars","3 étoiles"
"Credit Memo Date","Date d'avoir"
"Double click on a group to rename it","Double-cliquez sur un groupe pour le renommer"
"Rating Not Available","Notations non disponibles"
"Gift Certificate","Chèque cadeau"
"Assigned Answers","Réponses assignées"
"Fax","Fax"
"Magento Admin","Administrateur Magento"
"Newsletter Message Preview","Aperçu du message de newsletter"
"4 stars","4 étoiles"
"Company","Entreprise"
"Invoice Date","Date de facture"
"Qty Returned","Qté retournée"
"Add New Customer Group","Ajouter un groupe d'utilisateurs"
"Visitors","Visiteurs"
"Shipping Method","Mode de livraison"
"Subtotal","Sous-total"
"5 stars","5 étoiles"
"Choose Store","Choisir le magasin"
"Import Tax Rates","Importer des taux de TVA"
"Roles","Rôles"
"If you do not specify an option value for a store then the default value will be used.","Si vous ne spécifiez pas de valeur d'option pour un magasin, c'est la valeur par défaut qui sera utilisée."
"Shipping","Livraison"
"Select from existing customer addresses:","Choisissez parmi les adresses client existantes :"
"Products","Produits"
"Edit User ","Éditer l'utilisateur"
"Item Status","Statut de l'article"
"Set as default billing address","Sélectionner comme adresse de facturation par défaut"
"Position","Position"
"Items Ordered","Articles triés"
"Fixed","Fixé"
"%s","%s"
"Same as Billing Address","Identique à l'adresse de facturation"
"Product In Stores","Produit dans les magasins"
"Working...","Tâche en cours..."
"Apply coupon code","Utiliser un bon de réduction"
"per page","par page"
"Tax","TVA"
"Telephone","Téléphone"
"Wishlist","Liste d'envies"
"Magento","Magento"
"Expiration Date","Date d'expiration"
"Add New Class","Ajouter une classe"
"Super product attributes configuration","Configuration des attributs de super produit"
"Previus page","Page précédente"
"Something went wrong...","Une erreur est survenue..."
"Lifetime Sales","Ventes par périodes"
"SKU","Réf."
"Log Out","Déconnexion"
"Failed","Échec"
"Billing Address","Adresse de facturation"
"Log into Magento Admin Page","Se connecter dans l'administration Magento"
"Invoice Status","Statut de facture"
"CC Type","Type de carte de crédit"
"Percentage","Pourcent"
"Are you sure?","Êtes-vous sûr ?"
"Email","Email"
"Customer Group:","Groupe de clients :"
"Option","Option"
"Primary Billing Address","Adresse de facturation principale"
"Create Backup","Créer une sauvegarde"
"Manage Options (values for your attribute)","Gérer les options (valeurs de votre attribut)"
"Total Due","Total dû"
"Copyright 2007","Copyright 2007"
"Newsletter Subscribers","Inscrits à la newsletter"
"CC Number","Numéro de carte de crédit"
"Add New Tax Rate","Ajouter un taux de TVA"
"Product Name","Nom de produit"
"Country","Pays"
"Purchase order number","Numéro de bon de commande"
"Date and Time","Date et heure"
"Categories","Catégories"
"Qty Cancelled","Quantité annulée"
"Card Verification Number","Numéro de vérification de carte"
"Order Date","Date de commande"
"This tab contains invalid data. Please correct before saving.","Cet onglet contient des données invalides. Veuillez les corriger avant de sauvegarder."
"Customer Balance","Balance client"
"Update Qty","Mettre à jour la quantité"
"Customer Groups","Groupes de clients"
"Export to","Exporter vers"
"configuration","configuration"
"Sorry, no quotes are available for this order at this time.","Aucune estimation n'est disponible pour cette commande"
"Options","Options"
"Attribute Name","Nom d'attribut"
"Total <strong>%d</strong> records found","<strong>%d</strong> enregistrements trouvés"
"Comment","Commentaire"
"Set as default shipping address","Sélectionner comme adresse de livraison par défaut"
"Last Name","Nom de famille"
"of","de"
"Newsletter Problem Reports","Rapports de problème de newsletter"
"Sales Statistics","Statistiques de ventes"
"Qty To Return","Quantité à retourner"
"New Customer Address","Nouvelle adresse client"
"Roles Resources","Ressources des rôles"
"Zip/Post Code","Code postal"
"Order Status","Statut de commande"
"Store","Magasin"
"Product Categories","Catégories de produit"
"Online Customers","Clients en ligne"
"Next page","Page suivante"
"Items Shipped","Articles livrés"
"Unassigned Attributes","Attributs non assignés"
"Not Charged Yet","Pas encore chargé"
"This group contains system attributes.\nPlease, move system attributes to another group and try again.","Ce groupe contient des attributs systèmes.\nVeuillez déplacer les attributs systèmes dans un autre groupe et réessayer."
"copy data from","copier les données depuis"
"Add","Ajouter"
"Total Payed","Total payé"
"Shopping Cart","Panier"
"Order History","Historique de commande"
"Empty","Vide"
"Unable to complete request. Please, try again later.","Impossible de satisfaire la requête. Veuillez réessayer plus tard."
"Customers","Clients"
"Customer does not have any addresses","Le client n'a pas d'adresse"
"Add New Role","Ajouter un rôle"
"Street Address","Adresse"
"Are You Sure?","Êtes-vous sûr ?"
"Shipping Address","Adresse de livraison"
"Paid","Payé"
"Page","Page"
"Discount","Remise"
"Set root category for this store in","Sélectionner la catégorie racine pour ce magasin dans"
"Groups","Groupes"
"View","Vue"
"Qty Ordered","Quantité commandée"
"Global Record Search","Recherche dans les enregistrements globaux"
"Card Number","Numéro de carte"
"PO Number","Numéro de bon de commande"
"Grand Total","Montant global"
"Please select one or more attributes.","Sélectionnez un ou plusieurs attributs"
"Dashboard","Tableau de bord"
"Are you sure you want to do this?","Êtes-vous sûr ?"
"Please add one or more options","Veuillez ajouter une ou plusieurs options"
"Role Users","Utilisateurs du rôle"
"Add New Tax Rule","Ajouter une règle de TVA"
"Subscribe to newsletter","S'inscrire à la newsletter"
"Dashboard Control","Contrôle du tableau de bord"
"Default Shipping","Livraison par défaut"
"Qty","Qté"
"Add to Queue","Ajouter à la file"
"Average Sale","Vente moyenne"
"Cancel","Annuler"
"All stores","Tous les magasins"
"Personal Information","Information personnelle"
"City","Ville"
"Export Tax Rates","Exporter les taux de TVA"
"1 star","1 étoile"
"Current Configuration Scope","Portée de la configuration actuelle"
"Add New Template","Ajouter un gabarit"
"Move to:","Déplacer vers :"
"First Name","Prénom"
"Change Order Status","Modifier le statut de commande"
"Are you sure you want to delete this address?","Êtes-vous sûr de vouloir effacer cette adresse ?"
"Are you sure you want to do it?","Êtes-vous sûr ?"
"Add to Order","Ajouter à la commande"
"Product ID","Identifiant de produit"
"Payment Method","Mode de paiement"
"What is this?","Qu'est-ce que c'est ?"
"Users","Utilisateurs"
"Customer Addresses","Adresses du client"
"Qty Backordered","Qté en surcommande"
"You can not remove system attribute from this set.","Vous ne pouvez pas supprimer un attribut système de ce jeu."
"Price","Prix"
"Who","Qui"
"Rating Not Alvailable","Notations non disponibles"
"Order Comment","Commentaire de commande"
"Edit Role","Éditer le rôle"
"Tax Rates Import / Export","Import / Export de taux de TVA"
"Magento Logo","Logo Magento"
"A name is required","Le nom est obligatoire"
"Assigned options","Options assignées"
"Please Enter New Group Name","Veuillez saisir un nom pour le nouveau groupe"
"Name","Nom"
"Email Preview","Aperçu d'email"
"Newsletter Queue","File de newsletter"
"Remove","Supprimer"
"Last Log In:","Dernière connexion le :"
"Logged in as <strong>%s</strong>","Connecté en tant que <strong>%s</strong>"
"Name on Card","Nom sur la carte"
"All Stores","Tous les magasins"
"Send comment to customer","Envoyer un commentaire au client"
"Account Created on:","Compte créé le :"
"Backups Control","Contrôle de sauvegarde"
"Add New Address","Ajouter une adresse"
"Account Created in:","Compte créé sur :"
"Default Billing","Facturation par défaut"
"Manage Titles (Size, Color, etc.)","Gérer les titres (Taille, Couleur, etc.)"
"Please confirm site switching. All data not saved will be lost.","Veuillez confirmer le changement de site. Les données non sauvegardées seront perdues."
"Please select from each ratings above","Sélectionnez une valeur pour chaque notation ci-dessus"
"Qty Shipped","Qté livrée"
"Are you sure you want to cancel add this address?","Êtes-vous sûr de vouloir annuler l'ajouter de cette adresse ?"
"The information in this tab has been changed.","L'information dans cet onglet a changé."
"2 stars","2 étoiles"
"Apply","Appliquer"
"Total","Total"
"User roles","Rôles de l'utilisateur"
"Wishlist Report","Rapport de liste d'envies"
"Activation Information","Informations d'activation"
"Color","Couleur"
"Brand","Marque"
"Contrast Ratio","Contraste"
"Cost","Coût"
"Country of Origin","Pays d'origine"
"CPU Speed","Vitesse CPU"
"Custom Design","Design personnalisé"
"Active From","Actif à partir de"
"Active To","Actif jusqu'à"
"Custom Layout Update","Mise à jour d'agencement"
"Description","Description"
"Dimensions","Dimensions"
"Is product available for purchase with Google Checkout","Le produit est-il disponible pour Google Checkout"
"Finish","Finition"
"Image Gallery","Gallerie d'images"
"Gender","Genre"
"Allow Gift Message","Autoriser les messages cadeau"
"Disk Speed","Vitesse du disque"
"Hardrive","Disque dur"
"Base Image","Image de base"
"In Depth","En détail"
"Manufacturer","Fabriquant"
"Max Resolution","Résolution max"
"Media Gallery","Gallery média"
"Megapixels","Millions de pixels"
"Memory","Mémoire"
"Meta Description","Description méta"
"Meta Keywords","Mots-clés méta"
"Meta Title","Titre méta"
"Model","Modèle"
"Name","Nom"
"Set Product as New from Date","Produit nouveau à partir du"
"Set Product as New to Date","Produit nouveau jusqu'au"
"Display product options in","Afficher les options de produit dans"
"Price","Prix"
"Price View","Affichage du prix"
"Processor","Processeur"
"RAM SIze","Taille de RAM"
"Response Time","Temps de réponse"
"Room","Pièce"
"Screensize","Diagonale"
"shape","Forme"
"Shirt Size","Taille"
"Shoe Size","Pointure"
"Shoe Type","Type de chaussure"
"Short Description","Description courte"
"SKU","Réf."
"Small Image","Petite image"
"Special Price From Date","Date de début du prix spécial"
"Special Price","Prix spécial"
"Special Price To Date","Date de fin du prix spécial"
"Status","Statut"
"Tax Class","Classe de TVA"
"Thumbnail","Miniature"
"Tier Price","Prix par palier"
"URL key","Clé d'URL"
"Visibility","Visibilité"
"Weight","Poids"
"Furniture","Meubles"
"Electronics","Électronique"
"Living Room","Salon"
"Bedroom","Chambre"
